"ID","CommitId","Date","Author","LOC_ADD","LOC_REM","Class"
1321,777251,2009-05-21 21:38,rjung,1,0,org.apache.catalina.tribes.group.interceptors.SimpleCoordinator
1322,777268,2009-05-21 22:30,markt,7,3,org.apache.catalina.startup.Tomcat
1323,777300,2009-05-21 23:37,rjung,1,0,javax.persistence.PersistenceContextType
1324,777300,2009-05-21 23:37,rjung,1,0,javax.persistence.PersistenceProperty
1325,777300,2009-05-21 23:37,rjung,2,1,org.apache.catalina.core.DefaultInstanceManager
1326,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.core.StandardThreadExecutor
1327,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.deploy.ContextHandler
1328,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.deploy.Injectable
1329,777300,2009-05-21 23:37,rjung,2,1,org.apache.catalina.deploy.InjectionTarget
1330,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.filters.AddDefaultCharsetFilter
1331,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.ha.authenticator.ClusterSingleSignOn
1332,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.ha.authenticator.ClusterSingleSignOnListener
1333,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.ha.authenticator.SingleSignOnMessage
1334,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.ha.jmx.ClusterJmxHelper
1335,777300,2009-05-21 23:37,rjung,2,1,org.apache.catalina.loader.VirtualWebappLoader
1336,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.manager.JspHelper
1337,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.manager.util.BaseSessionComparator
1338,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.manager.util.ReverseComparator
1339,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.manager.util.SessionUtils
1340,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.mbeans.Constants
1341,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.mbeans.JmxRemoteLifecycleListener
1342,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.realm.LockOutRealm
1343,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.startup.Tomcat
1344,777300,2009-05-21 23:37,rjung,1,0,org.apache.catalina.tribes.group.interceptors.TcpPingInterceptor
1345,777300,2009-05-21 23:37,rjung,2,1,org.apache.catalina.valves.SSLValve
1346,777300,2009-05-21 23:37,rjung,2,1,org.apache.catalina.valves.WebdavFixValve
1347,777300,2009-05-21 23:37,rjung,2,1,org.apache.jasper.runtime.InstanceManagerFactory
1348,777300,2009-05-21 23:37,rjung,1,0,org.apache.juli.AsyncFileHandler
1349,777300,2009-05-21 23:37,rjung,1,0,org.apache.juli.OneLineFormatter
1350,777300,2009-05-21 23:37,rjung,1,0,org.apache.naming.HandlerRef
1351,777300,2009-05-21 23:37,rjung,1,0,org.apache.naming.ServiceRef
1352,777300,2009-05-21 23:37,rjung,1,0,org.apache.naming.factory.webservices.ServiceProxy
1353,777300,2009-05-21 23:37,rjung,1,0,org.apache.naming.factory.webservices.ServiceRefFactory
1354,777300,2009-05-21 23:37,rjung,2,1,org.apache.naming.resources.VirtualDirContext
1355,777300,2009-05-21 23:37,rjung,2,1,org.apache.tomcat.InstanceManager
1356,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.buildutil.Txt2Html
1357,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.net.NioBlockingSelector
1358,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.net.NioSelectorPool
1359,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.net.SocketProperties
1360,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.net.jsse.NioX509KeyManager
1361,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.threads.TaskQueue
1362,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.threads.TaskThreadFactory
1363,777300,2009-05-21 23:37,rjung,1,0,org.apache.tomcat.util.threads.ThreadPoolExecutor
1364,777319,2009-05-22 00:29,rjung,2,0,org.apache.catalina.ha.backend.CollectedInfo
1365,777319,2009-05-22 00:29,rjung,2,0,org.apache.catalina.ha.backend.HeartbeatListener
1366,777319,2009-05-22 00:29,rjung,2,0,org.apache.catalina.ha.backend.MultiCastSender
1367,777319,2009-05-22 00:29,rjung,2,0,org.apache.catalina.ha.backend.Proxy
1368,777319,2009-05-22 00:29,rjung,2,0,org.apache.catalina.ha.backend.Sender
1369,777319,2009-05-22 00:29,rjung,2,0,org.apache.catalina.ha.backend.TcpSender
1370,777470,2009-05-22 12:15,markt,6,6,org.apache.jasper.el.ELResolverImpl
1371,777576,2009-05-22 16:30,markt,4,5,org.apache.coyote.http11.Http11Processor
1372,777586,2009-05-22 16:46,markt,1,1,org.apache.jasper.compiler.ScriptingVariabler
1373,777990,2009-05-23 20:05,markt,0,277,org.apache.catalina.mbeans.MBeanUtils
1374,778194,2009-05-24 18:11,markt,1,1,org.apache.catalina.connector.Connector
1375,778194,2009-05-24 18:11,markt,11,16,org.apache.catalina.connector.MapperListener
1376,778195,2009-05-24 18:32,markt,3,4,org.apache.catalina.core.StandardService
1377,778196,2009-05-24 18:35,markt,18,3,org.apache.catalina.deploy.NamingResources
1378,778198,2009-05-24 18:48,markt,21,37,org.apache.catalina.mbeans.ServerLifecycleListener
1379,778200,2009-05-24 18:54,markt,0,89,org.apache.catalina.mbeans.MBeanFactory
1380,778207,2009-05-24 19:39,markt,26,9,org.apache.catalina.mbeans.MBeanFactory
1381,778207,2009-05-24 19:39,markt,2,0,org.apache.catalina.mbeans.ServerLifecycleListener
1382,778210,2009-05-24 19:45,markt,2,4,org.apache.catalina.mbeans.MBeanFactory
1383,778211,2009-05-24 19:46,markt,0,1,org.apache.catalina.mbeans.MBeanFactory
1384,778212,2009-05-24 19:47,markt,0,2,org.apache.catalina.core.StandardServer
1385,778213,2009-05-24 19:48,markt,0,1,org.apache.catalina.core.StandardService
